Year,Persons in low income,Geography,GeoCode,Value
2015,Persons 18 to 64 years,"Edmonton, Alberta",,7.6
2016,Persons 18 to 64 years,"Edmonton, Alberta",,9.7
2017,Persons 18 to 64 years,"Edmonton, Alberta",,11.1
2018,Persons 18 to 64 years,"Edmonton, Alberta",,8.3
2019,Persons 18 to 64 years,"Edmonton, Alberta",,10.8
2020,Persons 18 to 64 years,"Edmonton, Alberta",,6.0
2021,Persons 18 to 64 years,"Edmonton, Alberta",,7.5
2022,Persons 18 to 64 years,"Edmonton, Alberta",,10.4
2023,Persons 18 to 64 years,"Edmonton, Alberta",,10.8
2017,Persons 65 years and over,"Edmonton, Alberta",,4.4
2020,Persons 65 years and over,"Edmonton, Alberta",,4.1
2021,Persons 65 years and over,"Edmonton, Alberta",,5.2
2022,Persons 65 years and over,"Edmonton, Alberta",,5.9
2023,Persons 65 years and over,"Edmonton, Alberta",,2.8
2015,Persons under 18 years,"Edmonton, Alberta",,10.2
2016,Persons under 18 years,"Edmonton, Alberta",,8.0
2017,Persons under 18 years,"Edmonton, Alberta",,8.3
2018,Persons under 18 years,"Edmonton, Alberta",,6.5
2020,Persons under 18 years,"Edmonton, Alberta",,3.2
2022,Persons under 18 years,"Edmonton, Alberta",,11.8
2023,Persons under 18 years,"Edmonton, Alberta",,10.7
2015,All persons,Manitoba,46,14.1
2016,All persons,Manitoba,46,12.4
2017,All persons,Manitoba,46,11.2
2018,All persons,Manitoba,46,11.1
2019,All persons,Manitoba,46,11.5
2020,All persons,Manitoba,46,6.8
2021,All persons,Manitoba,46,8.8
2022,All persons,Manitoba,46,11.5
2023,All persons,Manitoba,46,10.9
2015,Females,Manitoba,46,13.7
2016,Females,Manitoba,46,12.2
2017,Females,Manitoba,46,11.5
2018,Females,Manitoba,46,11.1
2019,Females,Manitoba,46,11.0
2020,Females,Manitoba,46,6.5
2021,Females,Manitoba,46,9.1
2022,Females,Manitoba,46,11.8
2023,Females,Manitoba,46,11.1
2015,"Females, 18 to 64 years",Manitoba,46,14.5
2016,"Females, 18 to 64 years",Manitoba,46,13.3
2017,"Females, 18 to 64 years",Manitoba,46,12.2
2018,"Females, 18 to 64 years",Manitoba,46,11.8
2019,"Females, 18 to 64 years",Manitoba,46,12.0
2020,"Females, 18 to 64 years",Manitoba,46,7.9
2021,"Females, 18 to 64 years",Manitoba,46,9.2
2022,"Females, 18 to 64 years",Manitoba,46,12.7
2023,"Females, 18 to 64 years",Manitoba,46,12.6
2015,"Females, 65 years and over",Manitoba,46,7.6
2016,"Females, 65 years and over",Manitoba,46,5.7
2017,"Females, 65 years and over",Manitoba,46,6.0
2018,"Females, 65 years and over",Manitoba,46,6.8
2019,"Females, 65 years and over",Manitoba,46,5.9
2020,"Females, 65 years and over",Manitoba,46,3.0
2021,"Females, 65 years and over",Manitoba,46,7.0
2022,"Females, 65 years and over",Manitoba,46,7.1
2023,"Females, 65 years and over",Manitoba,46,4.7
2015,"Females, under 18 years",Manitoba,46,15.7
2016,"Females, under 18 years",Manitoba,46,14.2
2017,"Females, under 18 years",Manitoba,46,13.9
2018,"Females, under 18 years",Manitoba,46,12.3
2019,"Females, under 18 years",Manitoba,46,12.0
2020,"Females, under 18 years",Manitoba,46,5.2
2021,"Females, under 18 years",Manitoba,46,10.2
2022,"Females, under 18 years",Manitoba,46,13.2
2023,"Females, under 18 years",Manitoba,46,12.4
2015,Males,Manitoba,46,14.5
2016,Males,Manitoba,46,12.5
2017,Males,Manitoba,46,10.9
2018,Males,Manitoba,46,11.2
2019,Males,Manitoba,46,12.0
2020,Males,Manitoba,46,7.0
2021,Males,Manitoba,46,8.6
2022,Males,Manitoba,46,11.2
2023,Males,Manitoba,46,10.7
2015,"Males, 18 to 64 years",Manitoba,46,13.8
2016,"Males, 18 to 64 years",Manitoba,46,12.9
2017,"Males, 18 to 64 years",Manitoba,46,12.1
2018,"Males, 18 to 64 years",Manitoba,46,11.6
2019,"Males, 18 to 64 years",Manitoba,46,12.5
2020,"Males, 18 to 64 years",Manitoba,46,8.5
2021,"Males, 18 to 64 years",Manitoba,46,9.7
2022,"Males, 18 to 64 years",Manitoba,46,11.9
2023,"Males, 18 to 64 years",Manitoba,46,11.2
2015,"Males, 65 years and over",Manitoba,46,3.8
2016,"Males, 65 years and over",Manitoba,46,3.9
2017,"Males, 65 years and over",Manitoba,46,4.7
2018,"Males, 65 years and over",Manitoba,46,5.2
2019,"Males, 65 years and over",Manitoba,46,5.3
2020,"Males, 65 years and over",Manitoba,46,1.4
2021,"Males, 65 years and over",Manitoba,46,4.4
2022,"Males, 65 years and over",Manitoba,46,5.4
2023,"Males, 65 years and over",Manitoba,46,4.6
2015,"Males, under 18 years",Manitoba,46,22.8
2016,"Males, under 18 years",Manitoba,46,16.7
2017,"Males, under 18 years",Manitoba,46,11.7
2018,"Males, under 18 years",Manitoba,46,13.8
2019,"Males, under 18 years",Manitoba,46,14.8
2020,"Males, under 18 years",Manitoba,46,6.8
2021,"Males, under 18 years",Manitoba,46,8.8
2022,"Males, under 18 years",Manitoba,46,13.3
2023,"Males, under 18 years",Manitoba,46,13.5
2015,Persons 18 to 64 years,Manitoba,46,14.2
2016,Persons 18 to 64 years,Manitoba,46,13.1
2017,Persons 18 to 64 years,Manitoba,46,12.1
2018,Persons 18 to 64 years,Manitoba,46,11.7
2019,Persons 18 to 64 years,Manitoba,46,12.2
2020,Persons 18 to 64 years,Manitoba,46,8.2
2021,Persons 18 to 64 years,Manitoba,46,9.5
2022,Persons 18 to 64 years,Manitoba,46,12.3
2023,Persons 18 to 64 years,Manitoba,46,11.9
2015,Persons 65 years and over,Manitoba,46,5.9
2016,Persons 65 years and over,Manitoba,46,4.9
2017,Persons 65 years and over,Manitoba,46,5.4
2018,Persons 65 years and over,Manitoba,46,6.1
2019,Persons 65 years and over,Manitoba,46,5.6
2020,Persons 65 years and over,Manitoba,46,2.3
2021,Persons 65 years and over,Manitoba,46,5.8
2022,Persons 65 years and over,Manitoba,46,6.3
2023,Persons 65 years and over,Manitoba,46,4.6
2015,Persons under 18 years,Manitoba,46,19.3
2016,Persons under 18 years,Manitoba,46,15.5
2017,Persons under 18 years,Manitoba,46,12.8
2018,Persons under 18 years,Manitoba,46,13.1
2019,Persons under 18 years,Manitoba,46,13.5
2020,Persons under 18 years,Manitoba,46,6.0
2021,Persons under 18 years,Manitoba,46,9.5
2022,Persons under 18 years,Manitoba,46,13.3
2023,Persons under 18 years,Manitoba,46,12.9
2015,All persons,"Montréal, Quebec",,17.2
2016,All persons,"Montréal, Quebec",,13.2
2017,All persons,"Montréal, Quebec",,14.1
2018,All persons,"Montréal, Quebec",,11.3
2019,All persons,"Montréal, Quebec",,10.4
2020,All persons,"Montréal, Quebec",,5.4
2021,All persons,"Montréal, Quebec",,5.7
2022,All persons,"Montréal, Quebec",,7.4
2023,All persons,"Montréal, Quebec",,8.4
2015,Females,"Montréal, Quebec",,17.6
2016,Females,"Montréal, Quebec",,12.9
2017,Females,"Montréal, Quebec",,14.0
2018,Females,"Montréal, Quebec",,11.7
2019,Females,"Montréal, Quebec",,9.8
2020,Females,"Montréal, Quebec",,6.0
2021,Females,"Montréal, Quebec",,6.2
2022,Females,"Montréal, Quebec",,6.7
2023,Females,"Montréal, Quebec",,8.2
2015,"Females, 18 to 64 years","Montréal, Quebec",,19.7
2016,"Females, 18 to 64 years","Montréal, Quebec",,13.3
2017,"Females, 18 to 64 years","Montréal, Quebec",,14.6
2018,"Females, 18 to 64 years","Montréal, Quebec",,13.6
2019,"Females, 18 to 64 years","Montréal, Quebec",,11.8
2020,"Females, 18 to 64 years","Montréal, Quebec",,7.5
2021,"Females, 18 to 64 years","Montréal, Quebec",,6.4
2022,"Females, 18 to 64 years","Montréal, Quebec",,8.2
2023,"Females, 18 to 64 years","Montréal, Quebec",,9.9
2015,"Females, 65 years and over","Montréal, Quebec",,7.8
2016,"Females, 65 years and over","Montréal, Quebec",,9.5
2017,"Females, 65 years and over","Montréal, Quebec",,10.2
2018,"Females, 65 years and over","Montréal, Quebec",,8.0
2019,"Females, 65 years and over","Montréal, Quebec",,7.2
2020,"Females, 65 years and over","Montréal, Quebec",,3.3
2021,"Females, 65 years and over","Montréal, Quebec",,7.4
2022,"Females, 65 years and over","Montréal, Quebec",,3.3
2023,"Females, 65 years and over","Montréal, Quebec",,4.3
2015,"Females, under 18 years","Montréal, Quebec",,18.4
2016,"Females, under 18 years","Montréal, Quebec",,14.7
2017,"Females, under 18 years","Montréal, Quebec",,15.2
2018,"Females, under 18 years","Montréal, Quebec",,8.9
2019,"Females, under 18 years","Montréal, Quebec",,5.8
2021,"Females, under 18 years","Montréal, Quebec",,4.4
2022,"Females, under 18 years","Montréal, Quebec",,5.3
2023,"Females, under 18 years","Montréal, Quebec",,6.8
2015,Males,"Montréal, Quebec",,16.8
2016,Males,"Montréal, Quebec",,13.5
2017,Males,"Montréal, Quebec",,14.2
2018,Males,"Montréal, Quebec",,11.0
2019,Males,"Montréal, Quebec",,11.0
2020,Males,"Montréal, Quebec",,4.9
2021,Males,"Montréal, Quebec",,5.1
2022,Males,"Montréal, Quebec",,8.2
2023,Males,"Montréal, Quebec",,8.7
2015,"Males, 18 to 64 years","Montréal, Quebec",,18.1
2016,"Males, 18 to 64 years","Montréal, Quebec",,14.5
2017,"Males, 18 to 64 years","Montréal, Quebec",,15.4
2018,"Males, 18 to 64 years","Montréal, Quebec",,12.7
2019,"Males, 18 to 64 years","Montréal, Quebec",,12.7
2020,"Males, 18 to 64 years","Montréal, Quebec",,6.2
2021,"Males, 18 to 64 years","Montréal, Quebec",,5.9
2022,"Males, 18 to 64 years","Montréal, Quebec",,10.0
2023,"Males, 18 to 64 years","Montréal, Quebec",,10.1
2016,"Males, 65 years and over","Montréal, Quebec",,10.0
2017,"Males, 65 years and over","Montréal, Quebec",,8.2
2018,"Males, 65 years and over","Montréal, Quebec",,5.8
2021,"Males, 65 years and over","Montréal, Quebec",,4.7
2022,"Males, 65 years and over","Montréal, Quebec",,4.5
2023,"Males, 65 years and over","Montréal, Quebec",,4.0
2015,"Males, under 18 years","Montréal, Quebec",,20.4
2016,"Males, under 18 years","Montréal, Quebec",,12.6
2017,"Males, under 18 years","Montréal, Quebec",,14.3
2018,"Males, under 18 years","Montréal, Quebec",,9.1
2019,"Males, under 18 years","Montréal, Quebec",,8.8
2022,"Males, under 18 years","Montréal, Quebec",,5.4
2023,"Males, under 18 years","Montréal, Quebec",,7.8
2015,Persons 18 to 64 years,"Montréal, Quebec",,18.9
2016,Persons 18 to 64 years,"Montréal, Quebec",,13.9
2017,Persons 18 to 64 years,"Montréal, Quebec",,15.0
2018,Persons 18 to 64 years,"Montréal, Quebec",,13.2
2019,Persons 18 to 64 years,"Montréal, Quebec",,12.3
2020,Persons 18 to 64 years,"Montréal, Quebec",,6.8
2021,Persons 18 to 64 years,"Montréal, Quebec",,6.1
2022,Persons 18 to 64 years,"Montréal, Quebec",,9.1
2023,Persons 18 to 64 years,"Montréal, Quebec",,10.0
2015,Persons 65 years and over,"Montréal, Quebec",,7.2
2016,Persons 65 years and over,"Montréal, Quebec",,9.7
2017,Persons 65 years and over,"Montréal, Quebec",,9.3
2018,Persons 65 years and over,"Montréal, Quebec",,7.0
2019,Persons 65 years and over,"Montréal, Quebec",,6.8
2020,Persons 65 years and over,"Montréal, Quebec",,2.9
2021,Persons 65 years and over,"Montréal, Quebec",,6.1
2022,Persons 65 years and over,"Montréal, Quebec",,3.8
2023,Persons 65 years and over,"Montréal, Quebec",,4.2
2015,Persons under 18 years,"Montréal, Quebec",,19.3
2016,Persons under 18 years,"Montréal, Quebec",,13.6
2017,Persons under 18 years,"Montréal, Quebec",,14.7
2018,Persons under 18 years,"Montréal, Quebec",,9.0
2019,Persons under 18 years,"Montréal, Quebec",,7.4
2021,Persons under 18 years,"Montréal, Quebec",,3.8
2022,Persons under 18 years,"Montréal, Quebec",,5.3
2023,Persons under 18 years,"Montréal, Quebec",,7.3
2015,All persons,New Brunswick,13,16.2
2016,All persons,New Brunswick,13,13.9
2017,All persons,New Brunswick,13,12.6
2018,All persons,New Brunswick,13,10.8
2019,All persons,New Brunswick,13,9.9
2020,All persons,New Brunswick,13,7.6
2021,All persons,New Brunswick,13,6.7
2022,All persons,New Brunswick,13,10.9
2023,All persons,New Brunswick,13,11.6
2015,Females,New Brunswick,13,16.4
2016,Females,New Brunswick,13,15.2
2017,Females,New Brunswick,13,13.5
2018,Females,New Brunswick,13,11.1
2019,Females,New Brunswick,13,11.6
2020,Females,New Brunswick,13,8.0
2021,Females,New Brunswick,13,7.6
2022,Females,New Brunswick,13,11.3
2023,Females,New Brunswick,13,11.5
2015,"Females, 18 to 64 years",New Brunswick,13,16.8
2016,"Females, 18 to 64 years",New Brunswick,13,16.1
2017,"Females, 18 to 64 years",New Brunswick,13,14.7
2018,"Females, 18 to 64 years",New Brunswick,13,12.3
2019,"Females, 18 to 64 years",New Brunswick,13,11.5
2020,"Females, 18 to 64 years",New Brunswick,13,9.1
2021,"Females, 18 to 64 years",New Brunswick,13,7.6
2022,"Females, 18 to 64 years",New Brunswick,13,11.9
2023,"Females, 18 to 64 years",New Brunswick,13,12.1
2015,"Females, 65 years and over",New Brunswick,13,13.3
2016,"Females, 65 years and over",New Brunswick,13,12.3
2017,"Females, 65 years and over",New Brunswick,13,7.7
2018,"Females, 65 years and over",New Brunswick,13,6.6
2019,"Females, 65 years and over",New Brunswick,13,8.5
2020,"Females, 65 years and over",New Brunswick,13,6.3
2021,"Females, 65 years and over",New Brunswick,13,7.1
2022,"Females, 65 years and over",New Brunswick,13,10.1
2023,"Females, 65 years and over",New Brunswick,13,8.2
2015,"Females, under 18 years",New Brunswick,13,18.3
2016,"Females, under 18 years",New Brunswick,13,15.7
2017,"Females, under 18 years",New Brunswick,13,16.2
2018,"Females, under 18 years",New Brunswick,13,12.4
2019,"Females, under 18 years",New Brunswick,13,15.9
2020,"Females, under 18 years",New Brunswick,13,6.3
2021,"Females, under 18 years",New Brunswick,13,8.1
2022,"Females, under 18 years",New Brunswick,13,10.8
2023,"Females, under 18 years",New Brunswick,13,14.2
2015,Males,New Brunswick,13,16.0
2016,Males,New Brunswick,13,12.5
2017,Males,New Brunswick,13,11.7
2018,Males,New Brunswick,13,10.5
2019,Males,New Brunswick,13,8.1
2020,Males,New Brunswick,13,7.3
2021,Males,New Brunswick,13,5.8
2022,Males,New Brunswick,13,10.4
2023,Males,New Brunswick,13,11.6
2015,"Males, 18 to 64 years",New Brunswick,13,16.4
2016,"Males, 18 to 64 years",New Brunswick,13,12.6
2017,"Males, 18 to 64 years",New Brunswick,13,12.8
2018,"Males, 18 to 64 years",New Brunswick,13,12.0
2019,"Males, 18 to 64 years",New Brunswick,13,9.5
2020,"Males, 18 to 64 years",New Brunswick,13,8.8
2021,"Males, 18 to 64 years",New Brunswick,13,6.4
2022,"Males, 18 to 64 years",New Brunswick,13,11.5
2023,"Males, 18 to 64 years",New Brunswick,13,12.4
2015,"Males, 65 years and over",New Brunswick,13,8.9
2016,"Males, 65 years and over",New Brunswick,13,7.4
2017,"Males, 65 years and over",New Brunswick,13,5.4
2018,"Males, 65 years and over",New Brunswick,13,5.0
2019,"Males, 65 years and over",New Brunswick,13,3.4
2020,"Males, 65 years and over",New Brunswick,13,3.8
2021,"Males, 65 years and over",New Brunswick,13,3.9
2022,"Males, 65 years and over",New Brunswick,13,6.2
2023,"Males, 65 years and over",New Brunswick,13,6.3
2015,"Males, under 18 years",New Brunswick,13,21.5
2016,"Males, under 18 years",New Brunswick,13,17.1
2017,"Males, under 18 years",New Brunswick,13,14.7
2018,"Males, under 18 years",New Brunswick,13,11.4
2019,"Males, under 18 years",New Brunswick,13,8.8
2020,"Males, under 18 years",New Brunswick,13,6.0
2021,"Males, under 18 years",New Brunswick,13,6.3
2022,"Males, under 18 years",New Brunswick,13,11.7
2023,"Males, under 18 years",New Brunswick,13,15.6
2015,Persons 18 to 64 years,New Brunswick,13,16.6
2016,Persons 18 to 64 years,New Brunswick,13,14.3
2017,Persons 18 to 64 years,New Brunswick,13,13.8
2018,Persons 18 to 64 years,New Brunswick,13,12.2
2019,Persons 18 to 64 years,New Brunswick,13,10.5
2020,Persons 18 to 64 years,New Brunswick,13,9.0
2021,Persons 18 to 64 years,New Brunswick,13,7.0
2022,Persons 18 to 64 years,New Brunswick,13,11.7
2023,Persons 18 to 64 years,New Brunswick,13,12.3
2015,Persons 65 years and over,New Brunswick,13,11.2
2016,Persons 65 years and over,New Brunswick,13,10.0
2017,Persons 65 years and over,New Brunswick,13,6.6
2018,Persons 65 years and over,New Brunswick,13,5.9
2019,Persons 65 years and over,New Brunswick,13,6.1
2020,Persons 65 years and over,New Brunswick,13,5.1
2021,Persons 65 years and over,New Brunswick,13,5.6
2022,Persons 65 years and over,New Brunswick,13,8.2
2023,Persons 65 years and over,New Brunswick,13,7.3
2015,Persons under 18 years,New Brunswick,13,19.9
2016,Persons under 18 years,New Brunswick,13,16.4
2017,Persons under 18 years,New Brunswick,13,15.5
2018,Persons under 18 years,New Brunswick,13,11.9
2019,Persons under 18 years,New Brunswick,13,12.4
2020,Persons under 18 years,New Brunswick,13,6.1
2021,Persons under 18 years,New Brunswick,13,7.2
2022,Persons under 18 years,New Brunswick,13,11.3
2023,Persons under 18 years,New Brunswick,13,14.9
2015,All persons,Newfoundland and Labrador,10,13.0
2016,All persons,Newfoundland and Labrador,10,12.2
2017,All persons,Newfoundland and Labrador,10,11.3
2018,All persons,Newfoundland and Labrador,10,11.4
2019,All persons,Newfoundland and Labrador,10,11.2
2020,All persons,Newfoundland and Labrador,10,7.0
2021,All persons,Newfoundland and Labrador,10,8.1
2022,All persons,Newfoundland and Labrador,10,9.8
2023,All persons,Newfoundland and Labrador,10,11.5
2015,Females,Newfoundland and Labrador,10,14.5
2016,Females,Newfoundland and Labrador,10,13.4
2017,Females,Newfoundland and Labrador,10,12.6
2018,Females,Newfoundland and Labrador,10,11.1
2019,Females,Newfoundland and Labrador,10,12.1
2020,Females,Newfoundland and Labrador,10,7.4
2021,Females,Newfoundland and Labrador,10,9.4
2022,Females,Newfoundland and Labrador,10,10.6
2023,Females,Newfoundland and Labrador,10,11.9
2015,"Females, 18 to 64 years",Newfoundland and Labrador,10,15.2
2016,"Females, 18 to 64 years",Newfoundland and Labrador,10,15.1
2017,"Females, 18 to 64 years",Newfoundland and Labrador,10,14.2
2018,"Females, 18 to 64 years",Newfoundland and Labrador,10,12.6
2019,"Females, 18 to 64 years",Newfoundland and Labrador,10,13.0
2020,"Females, 18 to 64 years",Newfoundland and Labrador,10,8.4
2021,"Females, 18 to 64 years",Newfoundland and Labrador,10,10.4
2022,"Females, 18 to 64 years",Newfoundland and Labrador,10,12.1
2023,"Females, 18 to 64 years",Newfoundland and Labrador,10,14.4
2015,"Females, 65 years and over",Newfoundland and Labrador,10,10.4
2016,"Females, 65 years and over",Newfoundland and Labrador,10,8.6
2017,"Females, 65 years and over",Newfoundland and Labrador,10,8.3
2018,"Females, 65 years and over",Newfoundland and Labrador,10,5.9
2019,"Females, 65 years and over",Newfoundland and Labrador,10,7.5
2020,"Females, 65 years and over",Newfoundland and Labrador,10,3.7
2021,"Females, 65 years and over",Newfoundland and Labrador,10,4.6
2022,"Females, 65 years and over",Newfoundland and Labrador,10,6.2
2023,"Females, 65 years and over",Newfoundland and Labrador,10,5.0
2015,"Females, under 18 years",Newfoundland and Labrador,10,16.5
2016,"Females, under 18 years",Newfoundland and Labrador,10,12.4
2017,"Females, under 18 years",Newfoundland and Labrador,10,12.1
2018,"Females, under 18 years",Newfoundland and Labrador,10,12.0
2019,"Females, under 18 years",Newfoundland and Labrador,10,14.8
2020,"Females, under 18 years",Newfoundland and Labrador,10,9.1
2021,"Females, under 18 years",Newfoundland and Labrador,10,12.5
2022,"Females, under 18 years",Newfoundland and Labrador,10,11.9
2023,"Females, under 18 years",Newfoundland and Labrador,10,13.6
2015,Males,Newfoundland and Labrador,10,11.5
2016,Males,Newfoundland and Labrador,10,11.1
2017,Males,Newfoundland and Labrador,10,9.9
2018,Males,Newfoundland and Labrador,10,11.7
2019,Males,Newfoundland and Labrador,10,10.3
2020,Males,Newfoundland and Labrador,10,6.5
2021,Males,Newfoundland and Labrador,10,6.8
2022,Males,Newfoundland and Labrador,10,8.9
2023,Males,Newfoundland and Labrador,10,11.1
2015,"Males, 18 to 64 years",Newfoundland and Labrador,10,12.1
2016,"Males, 18 to 64 years",Newfoundland and Labrador,10,11.5
2017,"Males, 18 to 64 years",Newfoundland and Labrador,10,11.0
2018,"Males, 18 to 64 years",Newfoundland and Labrador,10,14.8
2019,"Males, 18 to 64 years",Newfoundland and Labrador,10,10.8
2020,"Males, 18 to 64 years",Newfoundland and Labrador,10,7.7
2021,"Males, 18 to 64 years",Newfoundland and Labrador,10,7.3
2022,"Males, 18 to 64 years",Newfoundland and Labrador,10,10.2
2023,"Males, 18 to 64 years",Newfoundland and Labrador,10,12.0
2015,"Males, 65 years and over",Newfoundland and Labrador,10,6.9
2016,"Males, 65 years and over",Newfoundland and Labrador,10,7.4
2017,"Males, 65 years and over",Newfoundland and Labrador,10,5.2
2018,"Males, 65 years and over",Newfoundland and Labrador,10,2.7
2019,"Males, 65 years and over",Newfoundland and Labrador,10,4.3
2020,"Males, 65 years and over",Newfoundland and Labrador,10,3.0
2021,"Males, 65 years and over",Newfoundland and Labrador,10,4.8
2022,"Males, 65 years and over",Newfoundland and Labrador,10,4.7
2023,"Males, 65 years and over",Newfoundland and Labrador,10,5.3
2015,"Males, under 18 years",Newfoundland and Labrador,10,14.1
2016,"Males, under 18 years",Newfoundland and Labrador,10,13.5
2017,"Males, under 18 years",Newfoundland and Labrador,10,11.0
2018,"Males, under 18 years",Newfoundland and Labrador,10,10.9
2019,"Males, under 18 years",Newfoundland and Labrador,10,15.8
2021,"Males, under 18 years",Newfoundland and Labrador,10,7.5
2022,"Males, under 18 years",Newfoundland and Labrador,10,10.2
2023,"Males, under 18 years",Newfoundland and Labrador,10,16.1
2015,Persons 18 to 64 years,Newfoundland and Labrador,10,13.7
2016,Persons 18 to 64 years,Newfoundland and Labrador,10,13.3
2017,Persons 18 to 64 years,Newfoundland and Labrador,10,12.6
2018,Persons 18 to 64 years,Newfoundland and Labrador,10,13.7
2019,Persons 18 to 64 years,Newfoundland and Labrador,10,11.9
2020,Persons 18 to 64 years,Newfoundland and Labrador,10,8.1
2021,Persons 18 to 64 years,Newfoundland and Labrador,10,8.9
2022,Persons 18 to 64 years,Newfoundland and Labrador,10,11.2
2023,Persons 18 to 64 years,Newfoundland and Labrador,10,13.2
2015,Persons 65 years and over,Newfoundland and Labrador,10,8.8
2016,Persons 65 years and over,Newfoundland and Labrador,10,8.0
2017,Persons 65 years and over,Newfoundland and Labrador,10,6.9
2018,Persons 65 years and over,Newfoundland and Labrador,10,4.4
2019,Persons 65 years and over,Newfoundland and Labrador,10,6.0
2020,Persons 65 years and over,Newfoundland and Labrador,10,3.4
2021,Persons 65 years and over,Newfoundland and Labrador,10,4.7
2022,Persons 65 years and over,Newfoundland and Labrador,10,5.5
2023,Persons 65 years and over,Newfoundland and Labrador,10,5.1
2015,Persons under 18 years,Newfoundland and Labrador,10,15.2
2016,Persons under 18 years,Newfoundland and Labrador,10,13.0
2017,Persons under 18 years,Newfoundland and Labrador,10,11.5
2018,Persons under 18 years,Newfoundland and Labrador,10,11.5
2019,Persons under 18 years,Newfoundland and Labrador,10,15.3
2020,Persons under 18 years,Newfoundland and Labrador,10,7.9
2021,Persons under 18 years,Newfoundland and Labrador,10,9.9
2022,Persons under 18 years,Newfoundland and Labrador,10,11.0
2023,Persons under 18 years,Newfoundland and Labrador,10,14.9
2018,All persons,Northwest Territories,61,17.5
2019,All persons,Northwest Territories,61,12.5
2015,All persons,Nova Scotia,12,16.8
2016,All persons,Nova Scotia,12,16.4
2017,All persons,Nova Scotia,12,15.1
2018,All persons,Nova Scotia,12,13.8
2019,All persons,Nova Scotia,12,12.0
2020,All persons,Nova Scotia,12,7.7
2021,All persons,Nova Scotia,12,8.6
2022,All persons,Nova Scotia,12,13.1
2023,All persons,Nova Scotia,12,12.9
2015,Females,Nova Scotia,12,17.3
2016,Females,Nova Scotia,12,15.6
2017,Females,Nova Scotia,12,16.6
2018,Females,Nova Scotia,12,14.2
2019,Females,Nova Scotia,12,13.2
2020,Females,Nova Scotia,12,8.8
2021,Females,Nova Scotia,12,9.6
2022,Females,Nova Scotia,12,13.2
2023,Females,Nova Scotia,12,13.3
2015,"Females, 18 to 64 years",Nova Scotia,12,17.7
2016,"Females, 18 to 64 years",Nova Scotia,12,17.4
2017,"Females, 18 to 64 years",Nova Scotia,12,17.8
2018,"Females, 18 to 64 years",Nova Scotia,12,15.3
2019,"Females, 18 to 64 years",Nova Scotia,12,15.1
2020,"Females, 18 to 64 years",Nova Scotia,12,10.6
2021,"Females, 18 to 64 years",Nova Scotia,12,10.2
2022,"Females, 18 to 64 years",Nova Scotia,12,13.9
2023,"Females, 18 to 64 years",Nova Scotia,12,14.2
2015,"Females, 65 years and over",Nova Scotia,12,12.2
2016,"Females, 65 years and over",Nova Scotia,12,7.8
2017,"Females, 65 years and over",Nova Scotia,12,8.6
2018,"Females, 65 years and over",Nova Scotia,12,11.0
2019,"Females, 65 years and over",Nova Scotia,12,9.8
2020,"Females, 65 years and over",Nova Scotia,12,4.9
2021,"Females, 65 years and over",Nova Scotia,12,9.9
2022,"Females, 65 years and over",Nova Scotia,12,11.3
2023,"Females, 65 years and over",Nova Scotia,12,9.8
2015,"Females, under 18 years",Nova Scotia,12,22.0
2016,"Females, under 18 years",Nova Scotia,12,18.3
2017,"Females, under 18 years",Nova Scotia,12,21.9
2018,"Females, under 18 years",Nova Scotia,12,14.1
2019,"Females, under 18 years",Nova Scotia,12,10.5
2020,"Females, under 18 years",Nova Scotia,12,7.1
2021,"Females, under 18 years",Nova Scotia,12,7.1
2022,"Females, under 18 years",Nova Scotia,12,13.1
2023,"Females, under 18 years",Nova Scotia,12,14.8
2015,Males,Nova Scotia,12,16.2
2016,Males,Nova Scotia,12,17.3
2017,Males,Nova Scotia,12,13.6
2018,Males,Nova Scotia,12,13.4
2019,Males,Nova Scotia,12,10.7
2020,Males,Nova Scotia,12,6.6
2021,Males,Nova Scotia,12,7.5
2022,Males,Nova Scotia,12,13.0
2023,Males,Nova Scotia,12,12.6
2015,"Males, 18 to 64 years",Nova Scotia,12,17.5
2016,"Males, 18 to 64 years",Nova Scotia,12,18.8
2017,"Males, 18 to 64 years",Nova Scotia,12,14.9
2018,"Males, 18 to 64 years",Nova Scotia,12,14.5
2019,"Males, 18 to 64 years",Nova Scotia,12,12.1
2020,"Males, 18 to 64 years",Nova Scotia,12,8.3
2021,"Males, 18 to 64 years",Nova Scotia,12,7.9
2022,"Males, 18 to 64 years",Nova Scotia,12,13.7
2023,"Males, 18 to 64 years",Nova Scotia,12,13.5
2015,"Males, 65 years and over",Nova Scotia,12,8.2
2016,"Males, 65 years and over",Nova Scotia,12,8.1
2017,"Males, 65 years and over",Nova Scotia,12,5.0
2018,"Males, 65 years and over",Nova Scotia,12,6.3
2019,"Males, 65 years and over",Nova Scotia,12,6.0
2020,"Males, 65 years and over",Nova Scotia,12,4.0
2021,"Males, 65 years and over",Nova Scotia,12,8.1
2022,"Males, 65 years and over",Nova Scotia,12,9.3
2023,"Males, 65 years and over",Nova Scotia,12,7.1
2015,"Males, under 18 years",Nova Scotia,12,19.3
2016,"Males, under 18 years",Nova Scotia,12,21.4
2017,"Males, under 18 years",Nova Scotia,12,18.1
2018,"Males, under 18 years",Nova Scotia,12,17.5
2019,"Males, under 18 years",Nova Scotia,12,11.3
