Year,Source,Géographie,GeoCode,Value
1998,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,0.612
1998,Transports,Nouvelle-Écosse,12,4.526
1998,Industrie lourde,Nouvelle-Écosse,12,1.028
1998,Bâtiments,Nouvelle-Écosse,12,2.511
1998,Agriculture,Nouvelle-Écosse,12,0.69
1998,Déchets et autres,Nouvelle-Écosse,12,0.846
1998,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.629
1998,Inventaire provincial,Ontario,35,193.245
1998,Exploitation pétrolière et gazière,Ontario,35,13.217
1998,Transports,Ontario,35,47.039
1998,Industrie lourde,Ontario,35,41.141
1998,Bâtiments,Ontario,35,28.909
1998,Agriculture,Ontario,35,11.278
1998,Déchets et autres,Ontario,35,7.203
1998,"Fabrication légère, construction et ressources forestières",Ontario,35,10.882
1998,Inventaire provincial,Île-du-Prince-Édouard,11,1.849
1998,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
1998,Transports,Île-du-Prince-Édouard,11,0.656
1998,Industrie lourde,Île-du-Prince-Édouard,11,0.007
1998,Bâtiments,Île-du-Prince-Édouard,11,0.518
1998,Agriculture,Île-du-Prince-Édouard,11,0.414
1998,Déchets et autres,Île-du-Prince-Édouard,11,0.089
1998,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.157
1998,Inventaire provincial,Québec,24,84.344
1998,Exploitation pétrolière et gazière,Québec,24,3.687
1998,Transports,Québec,24,27.878
1998,Industrie lourde,Québec,24,23.387
1998,Bâtiments,Québec,24,10.557
1998,Agriculture,Québec,24,7.861
1998,Déchets et autres,Québec,24,5.054
1998,"Fabrication légère, construction et ressources forestières",Québec,24,4.309
1998,Inventaire provincial,Saskatchewan,47,74.142
1998,Exploitation pétrolière et gazière,Saskatchewan,47,33.537
1998,Transports,Saskatchewan,47,5.69
1998,Industrie lourde,Saskatchewan,47,2.689
1998,Bâtiments,Saskatchewan,47,3.211
1998,Agriculture,Saskatchewan,47,11.527
1998,Déchets et autres,Saskatchewan,47,1.287
1998,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.988
1998,Inventaire territorial,Yukon,60,0.499
1998,Exploitation pétrolière et gazière,Yukon,60,0.134
1998,Transports,Yukon,60,0.202
1998,Industrie lourde,Yukon,60,0.017
1998,Bâtiments,Yukon,60,0.067
1998,Agriculture,Yukon,60,0.009
1998,Déchets et autres,Yukon,60,0.025
1998,"Fabrication légère, construction et ressources forestières",Yukon,60,0.013
1999,Inventaire provincial,Alberta,48,225.699
1999,Exploitation pétrolière et gazière,Alberta,48,100.223
1999,Transports,Alberta,48,19.216
1999,Industrie lourde,Alberta,48,16.817
1999,Bâtiments,Alberta,48,13.758
1999,Agriculture,Alberta,48,19.534
1999,Déchets et autres,Alberta,48,2.672
1999,"Fabrication légère, construction et ressources forestières",Alberta,48,4.617
1999,Inventaire provincial,Colombie-Britannique,59,62.611
1999,Exploitation pétrolière et gazière,Colombie-Britannique,59,12.944
1999,Transports,Colombie-Britannique,59,19.219
1999,Industrie lourde,Colombie-Britannique,59,9.374
1999,Bâtiments,Colombie-Britannique,59,8.417
1999,Agriculture,Colombie-Britannique,59,2.882
1999,Déchets et autres,Colombie-Britannique,59,2.88
1999,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.933
1999,Exploitation pétrolière et gazière,Canada,,169.776
1999,Transports,Canada,,140.501
1999,Industrie lourde,Canada,,96.984
1999,Bâtiments,Canada,,77.019
1999,Agriculture,Canada,,61.215
1999,Déchets et autres,Canada,,22.909
1999,"Fabrication légère, construction et ressources forestières",Canada,,27.19
1999,Inventaire provincial,Manitoba,46,20.221
1999,Exploitation pétrolière et gazière,Manitoba,46,1.555
1999,Transports,Manitoba,46,5.375
1999,Industrie lourde,Manitoba,46,1.466
1999,Bâtiments,Manitoba,46,2.882
1999,Agriculture,Manitoba,46,6.371
1999,Déchets et autres,Manitoba,46,1.172
1999,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.791
1999,Inventaire provincial,Nouveau-Brunswick,13,19.358
1999,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,1.443
1999,Transports,Nouveau-Brunswick,13,4.197
1999,Industrie lourde,Nouveau-Brunswick,13,1.674
1999,Bâtiments,Nouveau-Brunswick,13,1.209
1999,Agriculture,Nouveau-Brunswick,13,0.626
1999,Déchets et autres,Nouveau-Brunswick,13,0.892
1999,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.778
1999,Inventaire provincial,Terre-Neuve-et-Labrador,10,9.597
1999,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.692
1999,Transports,Terre-Neuve-et-Labrador,10,2.851
1999,Industrie lourde,Terre-Neuve-et-Labrador,10,1.404
1999,Bâtiments,Terre-Neuve-et-Labrador,10,0.823
1999,Agriculture,Terre-Neuve-et-Labrador,10,0.123
1999,Déchets et autres,Terre-Neuve-et-Labrador,10,0.647
1999,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.229
1999,Inventaire territorial,Territoires du Nord-Ouest,61,1.252
1999,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.158
1999,Transports,Territoires du Nord-Ouest,61,0.3
1999,Industrie lourde,Territoires du Nord-Ouest,61,0.384
1999,Bâtiments,Territoires du Nord-Ouest,61,0.282
1999,Agriculture,Territoires du Nord-Ouest,61,0.0
1999,Déchets et autres,Territoires du Nord-Ouest,61,0.03
1999,"Fabrication légère, construction et ressources forestières",Territoires du Nord-Ouest,61,0.011
1999,Inventaire provincial,Nouvelle-Écosse,12,20.442
1999,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,0.609
1999,Transports,Nouvelle-Écosse,12,4.79
1999,Industrie lourde,Nouvelle-Écosse,12,1.067
1999,Bâtiments,Nouvelle-Écosse,12,2.678
1999,Agriculture,Nouvelle-Écosse,12,0.673
1999,Déchets et autres,Nouvelle-Écosse,12,0.838
1999,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.598
1999,Inventaire territorial,Nunavut,62,0.415
1999,Transports,Nunavut,62,0.276
1999,Industrie lourde,Nunavut,62,0.087
1999,Bâtiments,Nunavut,62,0.002
1999,Déchets et autres,Nunavut,62,0.02
1999,"Fabrication légère, construction et ressources forestières",Nunavut,62,0.013
1999,Inventaire provincial,Ontario,35,198.555
1999,Exploitation pétrolière et gazière,Ontario,35,12.972
1999,Transports,Ontario,35,49.272
1999,Industrie lourde,Ontario,35,39.952
1999,Bâtiments,Ontario,35,31.722
1999,Agriculture,Ontario,35,11.208
1999,Déchets et autres,Ontario,35,7.258
1999,"Fabrication légère, construction et ressources forestières",Ontario,35,10.656
1999,Inventaire provincial,Île-du-Prince-Édouard,11,1.842
1999,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
1999,Transports,Île-du-Prince-Édouard,11,0.692
1999,Industrie lourde,Île-du-Prince-Édouard,11,0.009
1999,Bâtiments,Île-du-Prince-Édouard,11,0.503
1999,Agriculture,Île-du-Prince-Édouard,11,0.408
1999,Déchets et autres,Île-du-Prince-Édouard,11,0.09
1999,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.123
1999,Inventaire provincial,Québec,24,83.591
1999,Exploitation pétrolière et gazière,Québec,24,3.512
1999,Transports,Québec,24,28.284
1999,Industrie lourde,Québec,24,22.133
1999,Bâtiments,Québec,24,11.059
1999,Agriculture,Québec,24,7.849
1999,Déchets et autres,Québec,24,5.072
1999,"Fabrication légère, construction et ressources forestières",Québec,24,4.491
1999,Inventaire provincial,Saskatchewan,47,74.14
1999,Exploitation pétrolière et gazière,Saskatchewan,47,33.479
1999,Transports,Saskatchewan,47,5.808
1999,Industrie lourde,Saskatchewan,47,2.601
1999,Bâtiments,Saskatchewan,47,3.6
1999,Agriculture,Saskatchewan,47,11.529
1999,Déchets et autres,Saskatchewan,47,1.312
1999,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.937
1999,Inventaire territorial,Yukon,60,0.59
1999,Exploitation pétrolière et gazière,Yukon,60,0.191
1999,Transports,Yukon,60,0.221
1999,Industrie lourde,Yukon,60,0.016
1999,Bâtiments,Yukon,60,0.084
1999,Agriculture,Yukon,60,0.013
1999,Déchets et autres,Yukon,60,0.025
1999,"Fabrication légère, construction et ressources forestières",Yukon,60,0.012
2000,Inventaire provincial,Alberta,48,235.741
2000,Exploitation pétrolière et gazière,Alberta,48,106.061
2000,Transports,Alberta,48,19.341
2000,Industrie lourde,Alberta,48,17.228
2000,Bâtiments,Alberta,48,15.645
2000,Agriculture,Alberta,48,20.356
2000,Déchets et autres,Alberta,48,2.768
2000,"Fabrication légère, construction et ressources forestières",Alberta,48,4.58
2000,Inventaire provincial,Colombie-Britannique,59,63.971
2000,Exploitation pétrolière et gazière,Colombie-Britannique,59,12.312
2000,Transports,Colombie-Britannique,59,18.901
2000,Industrie lourde,Colombie-Britannique,59,9.502
2000,Bâtiments,Colombie-Britannique,59,8.722
2000,Agriculture,Colombie-Britannique,59,2.979
2000,Déchets et autres,Colombie-Britannique,59,2.97
2000,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,4.647
2000,Exploitation pétrolière et gazière,Canada,,177.62
2000,Transports,Canada,,141.641
2000,Industrie lourde,Canada,,96.98
2000,Bâtiments,Canada,,83.583
2000,Agriculture,Canada,,62.243
2000,Déchets et autres,Canada,,23.357
2000,"Fabrication légère, construction et ressources forestières",Canada,,28.367
2000,Inventaire provincial,Manitoba,46,20.842
2000,Exploitation pétrolière et gazière,Manitoba,46,1.302
2000,Transports,Manitoba,46,5.382
2000,Industrie lourde,Manitoba,46,1.435
2000,Bâtiments,Manitoba,46,3.166
2000,Agriculture,Manitoba,46,6.493
2000,Déchets et autres,Manitoba,46,1.197
2000,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.792
2000,Inventaire provincial,Nouveau-Brunswick,13,20.606
2000,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,1.816
2000,Transports,Nouveau-Brunswick,13,4.275
2000,Industrie lourde,Nouveau-Brunswick,13,1.764
2000,Bâtiments,Nouveau-Brunswick,13,1.465
2000,Agriculture,Nouveau-Brunswick,13,0.596
2000,Déchets et autres,Nouveau-Brunswick,13,0.889
2000,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.823
2000,Inventaire provincial,Terre-Neuve-et-Labrador,10,9.112
2000,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,1.836
2000,Transports,Terre-Neuve-et-Labrador,10,2.944
2000,Industrie lourde,Terre-Neuve-et-Labrador,10,1.658
2000,Bâtiments,Terre-Neuve-et-Labrador,10,0.859
2000,Agriculture,Terre-Neuve-et-Labrador,10,0.113
2000,Déchets et autres,Terre-Neuve-et-Labrador,10,0.644
2000,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.236
2000,Inventaire territorial,Territoires du Nord-Ouest,61,1.527
2000,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.385
2000,Transports,Territoires du Nord-Ouest,61,0.326
2000,Industrie lourde,Territoires du Nord-Ouest,61,0.382
2000,Bâtiments,Territoires du Nord-Ouest,61,0.289
2000,Agriculture,Territoires du Nord-Ouest,61,0.0
2000,Déchets et autres,Territoires du Nord-Ouest,61,0.03
2000,"Fabrication légère, construction et ressources forestières",Territoires du Nord-Ouest,61,0.008
2000,Inventaire provincial,Nouvelle-Écosse,12,21.948
2000,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.109
2000,Transports,Nouvelle-Écosse,12,4.76
2000,Industrie lourde,Nouvelle-Écosse,12,1.1
2000,Bâtiments,Nouvelle-Écosse,12,2.745
2000,Agriculture,Nouvelle-Écosse,12,0.717
2000,Déchets et autres,Nouvelle-Écosse,12,0.824
2000,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.557
2000,Inventaire territorial,Nunavut,62,0.527
2000,Transports,Nunavut,62,0.314
2000,Industrie lourde,Nunavut,62,0.141
2000,Bâtiments,Nunavut,62,0.014
2000,Déchets et autres,Nunavut,62,0.02
2000,"Fabrication légère, construction et ressources forestières",Nunavut,62,0.003
2000,Inventaire provincial,Ontario,35,208.583
2000,Exploitation pétrolière et gazière,Ontario,35,12.567
2000,Transports,Ontario,35,50.533
2000,Industrie lourde,Ontario,35,38.709
2000,Bâtiments,Ontario,35,34.336
2000,Agriculture,Ontario,35,11.052
2000,Déchets et autres,Ontario,35,7.46
2000,"Fabrication légère, construction et ressources forestières",Ontario,35,10.944
2000,Inventaire provincial,Île-du-Prince-Édouard,11,1.97
2000,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2000,Transports,Île-du-Prince-Édouard,11,0.683
2000,Industrie lourde,Île-du-Prince-Édouard,11,0.013
2000,Bâtiments,Île-du-Prince-Édouard,11,0.524
2000,Agriculture,Île-du-Prince-Édouard,11,0.396
2000,Déchets et autres,Île-du-Prince-Édouard,11,0.092
2000,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.209
2000,Inventaire provincial,Québec,24,84.321
2000,Exploitation pétrolière et gazière,Québec,24,3.801
2000,Transports,Québec,24,27.984
2000,Industrie lourde,Québec,24,22.438
2000,Bâtiments,Québec,24,11.984
2000,Agriculture,Québec,24,7.786
2000,Déchets et autres,Québec,24,5.104
2000,"Fabrication légère, construction et ressources forestières",Québec,24,4.616
2000,Inventaire provincial,Saskatchewan,47,76.442
2000,Exploitation pétrolière et gazière,Saskatchewan,47,36.293
2000,Transports,Saskatchewan,47,5.997
2000,Industrie lourde,Saskatchewan,47,2.567
2000,Bâtiments,Saskatchewan,47,3.743
2000,Agriculture,Saskatchewan,47,11.753
2000,Déchets et autres,Saskatchewan,47,1.334
2000,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.939
2000,Inventaire territorial,Yukon,60,0.53
2000,Exploitation pétrolière et gazière,Yukon,60,0.137
2000,Transports,Yukon,60,0.199
2000,Industrie lourde,Yukon,60,0.041
2000,Bâtiments,Yukon,60,0.091
2000,Agriculture,Yukon,60,0.002
2000,Déchets et autres,Yukon,60,0.025
2000,"Fabrication légère, construction et ressources forestières",Yukon,60,0.013
2001,Inventaire provincial,Alberta,48,236.024
2001,Exploitation pétrolière et gazière,Alberta,48,108.461
2001,Transports,Alberta,48,20.185
2001,Industrie lourde,Alberta,48,17.045
2001,Bâtiments,Alberta,48,13.693
2001,Agriculture,Alberta,48,20.556
2001,Déchets et autres,Alberta,48,2.851
2001,"Fabrication légère, construction et ressources forestières",Alberta,48,3.566
2001,Inventaire provincial,Colombie-Britannique,59,65.434
2001,Exploitation pétrolière et gazière,Colombie-Britannique,59,14.088
2001,Transports,Colombie-Britannique,59,18.604
2001,Industrie lourde,Colombie-Britannique,59,8.52
2001,Bâtiments,Colombie-Britannique,59,8.62
2001,Agriculture,Colombie-Britannique,59,3.073
2001,Déchets et autres,Colombie-Britannique,59,2.77
2001,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,5.003
2001,Exploitation pétrolière et gazière,Canada,,180.694
2001,Transports,Canada,,141.752
2001,Industrie lourde,Canada,,91.683
2001,Bâtiments,Canada,,80.271
2001,Agriculture,Canada,,61.932
2001,Déchets et autres,Canada,,22.959
2001,"Fabrication légère, construction et ressources forestières",Canada,,26.815
2001,Inventaire provincial,Manitoba,46,19.675
2001,Exploitation pétrolière et gazière,Manitoba,46,0.976
2001,Transports,Manitoba,46,5.328
2001,Industrie lourde,Manitoba,46,1.402
2001,Bâtiments,Manitoba,46,2.93
2001,Agriculture,Manitoba,46,6.448
2001,Déchets et autres,Manitoba,46,1.219
2001,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.815
2001,Inventaire provincial,Nouveau-Brunswick,13,22.409
2001,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,2.407
2001,Transports,Nouveau-Brunswick,13,4.246
2001,Industrie lourde,Nouveau-Brunswick,13,1.854
2001,Bâtiments,Nouveau-Brunswick,13,1.213
2001,Agriculture,Nouveau-Brunswick,13,0.536
2001,Déchets et autres,Nouveau-Brunswick,13,0.883
2001,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.794
2001,Inventaire provincial,Terre-Neuve-et-Labrador,10,9.795
2001,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,1.723
2001,Transports,Terre-Neuve-et-Labrador,10,2.987
2001,Industrie lourde,Terre-Neuve-et-Labrador,10,1.449
2001,Bâtiments,Terre-Neuve-et-Labrador,10,0.93
2001,Agriculture,Terre-Neuve-et-Labrador,10,0.067
2001,Déchets et autres,Terre-Neuve-et-Labrador,10,0.643
2001,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.284
2001,Inventaire territorial,Territoires du Nord-Ouest,61,1.914
2001,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.508
2001,Transports,Territoires du Nord-Ouest,61,0.346
2001,Industrie lourde,Territoires du Nord-Ouest,61,0.579
2001,Bâtiments,Territoires du Nord-Ouest,61,0.285
2001,Agriculture,Territoires du Nord-Ouest,61,0.021
2001,Déchets et autres,Territoires du Nord-Ouest,61,0.031
2001,"Fabrication légère, construction et ressources forestières",Territoires du Nord-Ouest,61,0.011
2001,Inventaire provincial,Nouvelle-Écosse,12,21.159
2001,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,0.965
2001,Transports,Nouvelle-Écosse,12,4.67
2001,Industrie lourde,Nouvelle-Écosse,12,0.861
2001,Bâtiments,Nouvelle-Écosse,12,2.964
2001,Agriculture,Nouvelle-Écosse,12,0.607
2001,Déchets et autres,Nouvelle-Écosse,12,0.807
2001,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.555
2001,Inventaire territorial,Nunavut,62,0.63
2001,Transports,Nunavut,62,0.317
2001,Industrie lourde,Nunavut,62,0.22
2001,Bâtiments,Nunavut,62,0.013
2001,Déchets et autres,Nunavut,62,0.021
2001,"Fabrication légère, construction et ressources forestières",Nunavut,62,0.004
2001,Inventaire provincial,Ontario,35,200.465
2001,Exploitation pétrolière et gazière,Ontario,35,11.417
2001,Transports,Ontario,35,50.542
2001,Industrie lourde,Ontario,35,35.796
2001,Bâtiments,Ontario,35,33.624
2001,Agriculture,Ontario,35,10.801
2001,Déchets et autres,Ontario,35,7.384
2001,"Fabrication légère, construction et ressources forestières",Ontario,35,10.292
2001,Inventaire provincial,Île-du-Prince-Édouard,11,1.874
2001,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2001,Transports,Île-du-Prince-Édouard,11,0.679
2001,Industrie lourde,Île-du-Prince-Édouard,11,0.009
2001,Bâtiments,Île-du-Prince-Édouard,11,0.503
2001,Agriculture,Île-du-Prince-Édouard,11,0.355
2001,Déchets et autres,Île-du-Prince-Édouard,11,0.093
2001,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.19
2001,Inventaire provincial,Québec,24,82.517
2001,Exploitation pétrolière et gazière,Québec,24,3.78
2001,Transports,Québec,24,27.6
2001,Industrie lourde,Québec,24,21.313
2001,Bâtiments,Québec,24,11.823
2001,Agriculture,Québec,24,8.037
2001,Déchets et autres,Québec,24,4.877
2001,"Fabrication légère, construction et ressources forestières",Québec,24,4.499
2001,Inventaire provincial,Saskatchewan,47,76.351
2001,Exploitation pétrolière et gazière,Saskatchewan,47,36.262
2001,Transports,Saskatchewan,47,6.023
2001,Industrie lourde,Saskatchewan,47,2.6
2001,Bâtiments,Saskatchewan,47,3.585
2001,Agriculture,Saskatchewan,47,11.415
2001,Déchets et autres,Saskatchewan,47,1.355
2001,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.79
2001,Inventaire territorial,Yukon,60,0.526
2001,Exploitation pétrolière et gazière,Yukon,60,0.105
2001,Transports,Yukon,60,0.224
2001,Industrie lourde,Yukon,60,0.035
2001,Bâtiments,Yukon,60,0.087
2001,Agriculture,Yukon,60,0.016
2001,Déchets et autres,Yukon,60,0.026
2001,"Fabrication légère, construction et ressources forestières",Yukon,60,0.012
2002,Inventaire provincial,Alberta,48,237.871
2002,Exploitation pétrolière et gazière,Alberta,48,110.004
2002,Transports,Alberta,48,19.771
2002,Industrie lourde,Alberta,48,16.717
2002,Bâtiments,Alberta,48,15.872
2002,Agriculture,Alberta,48,19.894
2002,Déchets et autres,Alberta,48,2.927
2002,"Fabrication légère, construction et ressources forestières",Alberta,48,3.446
2002,Inventaire provincial,Colombie-Britannique,59,62.627
2002,Exploitation pétrolière et gazière,Colombie-Britannique,59,13.752
2002,Transports,Colombie-Britannique,59,18.463
2002,Industrie lourde,Colombie-Britannique,59,8.076
2002,Bâtiments,Colombie-Britannique,59,9.134
2002,Agriculture,Colombie-Britannique,59,2.877
2002,Déchets et autres,Colombie-Britannique,59,2.773
2002,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,4.541
2002,Exploitation pétrolière et gazière,Canada,,186.077
2002,Transports,Canada,,143.909
2002,Industrie lourde,Canada,,91.978
2002,Bâtiments,Canada,,84.666
2002,Agriculture,Canada,,61.841
2002,Déchets et autres,Canada,,23.398
2002,"Fabrication légère, construction et ressources forestières",Canada,,27.153
2002,Inventaire provincial,Manitoba,46,20.505
2002,Exploitation pétrolière et gazière,Manitoba,46,1.078
2002,Transports,Manitoba,46,5.444
2002,Industrie lourde,Manitoba,46,1.397
2002,Bâtiments,Manitoba,46,3.12
2002,Agriculture,Manitoba,46,6.794
2002,Déchets et autres,Manitoba,46,1.24
2002,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.97
2002,Inventaire provincial,Nouveau-Brunswick,13,21.031
2002,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,2.694
2002,Transports,Nouveau-Brunswick,13,4.314
2002,Industrie lourde,Nouveau-Brunswick,13,1.741
2002,Bâtiments,Nouveau-Brunswick,13,1.179
2002,Agriculture,Nouveau-Brunswick,13,0.555
2002,Déchets et autres,Nouveau-Brunswick,13,0.877
2002,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.729
2002,Inventaire provincial,Terre-Neuve-et-Labrador,10,11.863
2002,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,3.401
2002,Transports,Terre-Neuve-et-Labrador,10,3.089
2002,Industrie lourde,Terre-Neuve-et-Labrador,10,1.493
2002,Bâtiments,Terre-Neuve-et-Labrador,10,1.012
2002,Agriculture,Terre-Neuve-et-Labrador,10,0.07
2002,Déchets et autres,Terre-Neuve-et-Labrador,10,0.642
2002,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.259
2002,Inventaire territorial,Territoires du Nord-Ouest,61,1.588
2002,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.478
2002,Transports,Territoires du Nord-Ouest,61,0.32
2002,Industrie lourde,Territoires du Nord-Ouest,61,0.389
2002,Bâtiments,Territoires du Nord-Ouest,61,0.259
2002,Agriculture,Territoires du Nord-Ouest,61,0.024
2002,Déchets et autres,Territoires du Nord-Ouest,61,0.031
2002,"Fabrication légère, construction et ressources forestières",Territoires du Nord-Ouest,61,0.009
2002,Inventaire provincial,Nouvelle-Écosse,12,20.391
2002,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.308
2002,Transports,Nouvelle-Écosse,12,4.779
2002,Industrie lourde,Nouvelle-Écosse,12,1.068
2002,Bâtiments,Nouvelle-Écosse,12,2.934
2002,Agriculture,Nouvelle-Écosse,12,0.59
2002,Déchets et autres,Nouvelle-Écosse,12,0.806
2002,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.629
2002,Inventaire territorial,Nunavut,62,0.68
2002,Transports,Nunavut,62,0.323
2002,Industrie lourde,Nunavut,62,0.251
2002,Bâtiments,Nunavut,62,0.015
2002,Déchets et autres,Nunavut,62,0.022
2002,"Fabrication légère, construction et ressources forestières",Nunavut,62,0.003
2002,Inventaire provincial,Ontario,35,205.205
2002,Exploitation pétrolière et gazière,Ontario,35,12.536
2002,Transports,Ontario,35,51.792
2002,Industrie lourde,Ontario,35,36.802
2002,Bâtiments,Ontario,35,34.064
2002,Agriculture,Ontario,35,11.166
2002,Déchets et autres,Ontario,35,7.783
2002,"Fabrication légère, construction et ressources forestières",Ontario,35,10.995
2002,Inventaire provincial,Île-du-Prince-Édouard,11,1.882
2002,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2002,Transports,Île-du-Prince-Édouard,11,0.694
2002,Industrie lourde,Île-du-Prince-Édouard,11,0.003
2002,Bâtiments,Île-du-Prince-Édouard,11,0.517
2002,Agriculture,Île-du-Prince-Édouard,11,0.368
2002,Déchets et autres,Île-du-Prince-Édouard,11,0.095
2002,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.182
2002,Inventaire provincial,Québec,24,83.92
2002,Exploitation pétrolière et gazière,Québec,24,3.878
2002,Transports,Québec,24,28.166
2002,Industrie lourde,Québec,24,21.464
2002,Bâtiments,Québec,24,12.402
2002,Agriculture,Québec,24,8.086
2002,Déchets et autres,Québec,24,4.804
2002,"Fabrication légère, construction et ressources forestières",Québec,24,4.673
2002,Inventaire provincial,Saskatchewan,47,77.659
2002,Exploitation pétrolière et gazière,Saskatchewan,47,36.865
2002,Transports,Saskatchewan,47,6.519
2002,Industrie lourde,Saskatchewan,47,2.545
2002,Bâtiments,Saskatchewan,47,4.073
2002,Agriculture,Saskatchewan,47,11.4
2002,Déchets et autres,Saskatchewan,47,1.372
2002,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.707
2002,Inventaire territorial,Yukon,60,0.516
2002,Exploitation pétrolière et gazière,Yukon,60,0.085
2002,Transports,Yukon,60,0.235
2002,Industrie lourde,Yukon,60,0.032
2002,Bâtiments,Yukon,60,0.085
2002,Agriculture,Yukon,60,0.017
2002,Déchets et autres,Yukon,60,0.026
2002,"Fabrication légère, construction et ressources forestières",Yukon,60,0.012
2003,Inventaire provincial,Alberta,48,246.033
2003,Exploitation pétrolière et gazière,Alberta,48,115.107
2003,Transports,Alberta,48,20.345
2003,Industrie lourde,Alberta,48,16.444
2003,Bâtiments,Alberta,48,18.139
2003,Agriculture,Alberta,48,19.828
2003,Déchets et autres,Alberta,48,2.974
2003,"Fabrication légère, construction et ressources forestières",Alberta,48,3.045
2003,Inventaire provincial,Colombie-Britannique,59,62.626
2003,Exploitation pétrolière et gazière,Colombie-Britannique,59,13.406
2003,Transports,Colombie-Britannique,59,19.309
2003,Industrie lourde,Colombie-Britannique,59,8.235
2003,Bâtiments,Colombie-Britannique,59,8.175
2003,Agriculture,Colombie-Britannique,59,2.916
2003,Déchets et autres,Colombie-Britannique,59,2.883
2003,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,4.76
2003,Exploitation pétrolière et gazière,Canada,,189.743
2003,Transports,Canada,,148.968
2003,Industrie lourde,Canada,,90.581
2003,Bâtiments,Canada,,89.929
2003,Agriculture,Canada,,63.642
2003,Déchets et autres,Canada,,23.504
2003,"Fabrication légère, construction et ressources forestières",Canada,,27.094
2003,Inventaire provincial,Manitoba,46,20.787
2003,Exploitation pétrolière et gazière,Manitoba,46,0.821
2003,Transports,Manitoba,46,5.634
2003,Industrie lourde,Manitoba,46,1.366
2003,Bâtiments,Manitoba,46,2.949
2003,Agriculture,Manitoba,46,7.092
2003,Déchets et autres,Manitoba,46,1.257
2003,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.852
2003,Inventaire provincial,Nouveau-Brunswick,13,20.731
2003,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,2.507
2003,Transports,Nouveau-Brunswick,13,4.276
2003,Industrie lourde,Nouveau-Brunswick,13,1.662
